	NAME	N1	N2	DIST	N	RMSD	GDT-TS-score	LGA_S3	LGA_Q
479	T0644TS463_3-D1.lga:SUMMARY(GDT)	141	141	4.0	57	2.14	37.589	33.516999999999996	2.548
480	T0644TS463_4-D1.lga:SUMMARY(GDT)	141	141	4.0	23	2.48	19.326	15.812000000000001	0.89
481	T0644TS463_5-D1.lga:SUMMARY(GDT)	141	141	4.0	19	2.87	14.184000000000001	11.589	0.639
482	T0644TS464_1-D1.lga:SUMMARY(GDT)	129	141	4.0	63	2.71	36.879	32.039	2.245
483	T0644TS471_1-D1.lga:SUMMARY(GDT)	129	141	4.0	120	1.47	74.113	80.363	7.649
484	T0644TS473_1-D1.lga:SUMMARY(GDT)	141	141	4.0	127	1.33	82.447	88.166	8.851
485	T0644TS473_2-D1.lga:SUMMARY(GDT)	141	141	4.0	126	1.31	81.56	84.666	8.931000000000001
486	T0644TS473_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.801	88.618	9.081
487	T0644TS473_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	81.028	87.87	8.655
488	T0644TS473_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	80.851	87.485	8.645
489	T0644TS474_1-D1.lga:SUMMARY(GDT)	141	141	4.0	66	2.14	39.539	34.510999999999996	2.945
490	T0644TS474_2-D1.lga:SUMMARY(GDT)	141	141	4.0	132	1.57	81.915	88.676	7.892
491	T0644TS474_3-D1.lga:SUMMARY(GDT)	141	141	4.0	50	2.66	31.915	27.250999999999998	1.8119999999999998
492	T0644TS474_4-D1.lga:SUMMARY(GDT)	141	141	4.0	69	2.74	46.099	39.27	2.431
493	T0644TS475_1-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.25	82.624	85.553	9.219
494	T0644TS475_2-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.25	83.865	86.51700000000001	9.154
495	T0644TS475_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.4	84.574	89.277	8.618
496	T0644TS475_4-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.8	76.064	80.425	6.593999999999999
497	T0644TS475_5-D1.lga:SUMMARY(GDT)	141	141	4.0	126	2.03	71.986	75.749	5.902
498	T0644TS476_1-D1.lga:SUMMARY(GDT)	141	141	4.0	58	2.35	37.411	33.023	2.364
499	T0644TS476_2-D1.lga:SUMMARY(GDT)	141	141	4.0	58	2.28	37.766	33.012	2.441
500	T0644TS476_3-D1.lga:SUMMARY(GDT)	141	141	4.0	59	2.38	36.879	32.614000000000004	2.379
501	T0644TS476_4-D1.lga:SUMMARY(GDT)	141	141	4.0	56	2.31	37.234	32.57	2.3209999999999997
502	T0644TS477_1-D1.lga:SUMMARY(GDT)	141	141	4.0	130	1.66	77.837	85.616	7.392
503	T0644TS477_2-D1.lga:SUMMARY(GDT)	141	141	4.0	131	1.7	76.95	82.51299999999999	7.28
504	T0644TS477_3-D1.lga:SUMMARY(GDT)	141	141	4.0	132	1.37	84.397	89.536	8.953
505	T0644TS477_4-D1.lga:SUMMARY(GDT)	141	141	4.0	130	1.44	80.49600000000001	87.45299999999999	8.415
506	T0644TS477_5-D1.lga:SUMMARY(GDT)	141	141	4.0	134	1.75	83.333	88.993	7.255
507	T0644TS479_1-D1.lga:SUMMARY(GDT)	141	141	4.0	131	1.63	80.142	86.756	7.558
508	T0644TS479_2-D1.lga:SUMMARY(GDT)	141	141	4.0	131	1.69	80.67399999999999	87.77600000000001	7.313
509	T0644TS479_3-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.48	81.206	83.76899999999999	7.89
510	T0644TS479_4-D1.lga:SUMMARY(GDT)	141	141	4.0	127	1.67	80.851	84.414	7.16
511	T0644TS479_5-D1.lga:SUMMARY(GDT)	141	141	4.0	130	1.7	78.90100000000001	86.09700000000001	7.21
512	T0644TS481_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.48	80.49600000000001	87.064	8.161
513	T0644TS486_1-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.73	74.468	79.512	6.766
514	T0644TS488_1-D1.lga:SUMMARY(GDT)	141	141	4.0	117	1.95	69.681	66.148	5.704
515	T0644TS488_2-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.75	77.482	82.884	6.9110000000000005
516	T0644TS488_3-D1.lga:SUMMARY(GDT)	141	141	4.0	130	1.89	76.241	82.818	6.52
517	T0644TS488_4-D1.lga:SUMMARY(GDT)	141	141	4.0	130	1.89	76.241	82.818	6.52
518	T0644TS488_5-D1.lga:SUMMARY(GDT)	141	141	4.0	131	1.83	78.369	85.286	6.792999999999999
519	T0644TS489_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.34	82.624	88.639	8.96
520	T0644TS489_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.7	9.192
521	T0644TS489_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.34	82.624	88.501	8.981
522	T0644TS489_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.624	88.492	9.062999999999999
523	T0644TS489_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.51	79.78699999999999	86.616	8.014
524	T0644TS490_1-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.45	82.624	86.87	8.082
525	T0644TS490_2-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.39	81.028	85.429	8.377
526	T0644TS490_3-D1.lga:SUMMARY(GDT)	141	141	4.0	126	1.68	75.355	83.527	7.064
527	T0644TS490_4-D1.lga:SUMMARY(GDT)	141	141	4.0	121	1.24	78.90100000000001	82.19200000000001	9.02
528	T0644TS490_5-D1.lga:SUMMARY(GDT)	141	141	4.0	54	2.39	33.156	28.28	2.168
529	T0644TS492_1-D1.lga:SUMMARY(GDT)	141	141	4.0	55	2.48	35.993	31.484	2.13
530	T0644TS492_2-D1.lga:SUMMARY(GDT)	141	141	4.0	54	3.09	37.943000000000005	33.031	1.694
531	T0644TS492_3-D1.lga:SUMMARY(GDT)	141	141	4.0	53	2.57	34.929	30.628	1.982
532	T0644TS492_4-D1.lga:SUMMARY(GDT)	141	141	4.0	57	2.3	37.943000000000005	33.806	2.374
533	T0644TS492_5-D1.lga:SUMMARY(GDT)	141	141	4.0	62	3.02	39.539	34.027	1.989
534	T0644TS493_1-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.59	75.887	81.378	7.343999999999999
535	T0644TS493_2-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.54	77.66	82.17	7.545
536	T0644TS493_3-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.56	77.128	81.945	7.472
537	T0644TS493_4-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.53	77.837	82.45100000000001	7.6129999999999995
538	T0644TS493_5-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.8	72.872	77.943	6.4110000000000005
539	T0644TS494_1-D1.lga:SUMMARY(GDT)	136	141	4.0	52	2.09	35.461	30.646	2.373
540	T0644TS494_2-D1.lga:SUMMARY(GDT)	130	141	4.0	54	2.27	34.043	29.545	2.281
541	T0644TS494_3-D1.lga:SUMMARY(GDT)	127	141	4.0	52	2.2	31.738000000000003	27.601	2.26
542	T0644TS494_4-D1.lga:SUMMARY(GDT)	127	141	4.0	55	2.24	32.979	28.631	2.35
543	T0644TS494_5-D1.lga:SUMMARY(GDT)	130	141	4.0	52	2.52	31.738000000000003	27.397	1.983
544	T0644TS498_1-D1.lga:SUMMARY(GDT)	141	141	4.0	54	2.0	35.816	30.728	2.5669999999999997
545	T0644TS498_2-D1.lga:SUMMARY(GDT)	141	141	4.0	55	2.27	34.397	30.11	2.318
546	T0644TS498_3-D1.lga:SUMMARY(GDT)	141	141	4.0	54	1.97	35.638000000000005	31.338	2.613
547	T0644TS498_4-D1.lga:SUMMARY(GDT)	141	141	4.0	53	2.16	34.043	29.099	2.343
548	T0644TS498_5-D1.lga:SUMMARY(GDT)	141	141	4.0	52	1.91	35.461	30.877	2.5839999999999996
